1000 1000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
13.503817 988.038168 992.664122 10.419847 988.809160 987.267176 970.305344 971.847328 
13.503817 8.877863 33.549618 35.091603 978.015267 14.274809 12.732824 973.389313 
32.007634 321.900763 320.358779 32.007634 32.778626 25.068702 6.564885 11.190840 
978.786260 995.748092 995.748092 974.160305 981.099237 981.099237 5.022901 6.564885 
658.053435 654.969466 983.412214 983.412214 15.816794 1.938931 3.480916 23.526718 
247.885496 308.022901 306.480916 223.213740 786.809160 785.267176 779.099237 776.015267 
227.839695 241.717557 240.175573 226.297710 786.809160 788.351145 691.206107 692.748092 
300.312977 312.648855 329.610687 311.106870 777.557252 748.259542 749.801527 779.099237 
312.648855 314.190840 331.152672 329.610687 745.175573 718.961832 720.503817 749.801527 
292.603053 301.854962 328.068702 314.190840 702.000000 691.206107 714.335878 717.419847 
241.717557 289.519084 298.770992 235.549618 694.290076 695.832061 685.038168 680.412214 
226.297710 241.717557 240.175573 221.671756 692.748092 694.290076 615.648855 617.190840 
297.229008 334.236641 320.358779 291.061069 697.374046 664.992366 655.740458 681.954198 
315.732824 317.274809 332.694656 334.236641 652.656489 620.274809 621.816794 660.366412 
243.259542 326.526718 324.984733 226.297710 620.274809 621.816794 609.480916 612.564885 
369.702290 389.748092 382.038168 360.450382 785.267176 783.725191 604.854962 607.938931 
378.954198 477.641221 480.725191 380.496183 779.099237 779.099237 759.053435 759.053435 
382.038168 403.625954 402.083969 382.038168 708.167939 709.709924 675.786260 680.412214 
382.038168 459.137405 460.679389 382.038168 641.862595 637.236641 611.022901 611.022901 
519.274809 502.312977 517.732824 525.442748 776.015267 615.648855 615.648855 774.473282 
520.816794 574.786260 596.374046 526.984733 762.137405 614.106870 615.648855 772.931298 
591.748092 608.709924 579.412214 577.870229 772.931298 768.305344 609.480916 617.190840 
442.175573 456.053435 454.511450 443.717557 500.000000 500.000000 455.282443 455.282443 
440.633588 456.053435 457.595420 439.091603 546.259542 546.259542 529.297710 530.839695 
536.236641 547.030534 519.274809 511.564885 498.458015 503.083969 515.419847 507.709924 
480.725191 514.648855 514.648855 489.977099 493.832061 512.335878 503.083969 492.290076 
493.061069 523.900763 517.732824 482.267176 486.122137 472.244275 469.160305 484.580153 
530.068702 536.236641 526.984733 514.648855 466.076336 444.488550 444.488550 467.618321 
491.519084 531.610687 531.610687 483.809160 439.862595 442.946565 433.694656 436.778626 
382.038168 394.374046 392.832061 394.374046 318.045802 314.961832 353.511450 335.007634 
382.038168 382.038168 394.374046 394.374046 321.129771 345.801527 345.801527 316.503817 
391.290076 308.022901 308.022901 389.748092 345.801527 350.427481 335.007634 336.549618 
306.480916 306.480916 295.687023 294.145038 345.801527 231.694656 231.694656 348.885496 
309.564885 391.290076 389.748092 304.938931 248.656489 245.572519 236.320611 231.694656 
380.496183 391.290076 388.206107 374.328244 256.366412 257.908397 237.862595 237.862595 
436.007634 480.725191 482.267176 440.633588 284.122137 284.122137 276.412214 274.870229 
473.015267 473.015267 485.351145 479.183206 273.328244 237.862595 237.862595 274.870229 
432.923664 443.717557 443.717557 428.297710 276.412214 276.412214 239.404580 239.404580 
428.297710 479.183206 480.725191 429.839695 240.946565 242.488550 228.610687 230.152672 
528.526718 530.068702 571.702290 571.702290 282.580153 270.244275 271.786260 284.122137 
522.358779 531.610687 525.442748 522.358779 279.496183 276.412214 234.778626 233.236641 
530.068702 565.534351 565.534351 520.816794 234.778626 237.862595 230.152672 233.236641 
568.618321 559.366412 574.786260 573.244275 273.328244 236.320611 233.236641 279.496183 
607.167939 621.045802 617.961832 597.916031 359.679389 359.679389 228.610687 230.152672 
682.725191 701.229008 691.977099 682.725191 362.763359 362.763359 264.076336 264.076336 
675.015267 691.977099 693.519084 676.557252 233.236641 233.236641 217.816794 217.816794 
